def,desc,class,moduleColor
K09256,NF-kappa-B inhibitor-like protein 1,NFKBIL1,turquoise
K09272,structure-specific recognition protein 1,SSRP1,turquoise
K09454,"GA-binding protein transcription factor, beta",GABPB,turquoise
K09458,3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179],fabF,turquoise
K09481,protein transport protein SEC61 subunit beta,"SEC61B, SBH2",turquoise
K09485,heat shock protein 110kDa,HSP110,blue
K09486,hypoxia up-regulated 1,HYOU1,turquoise
K09487,heat shock protein 90kDa beta,"HSP90B, TRA1",blue
K09488,TNF receptor-associated protein 1,"TRAP1, HSP75",blue
K09489,heat shock 70kDa protein 4,HSPA4,yellow
K09490,heat shock 70kDa protein 5,"HSPA5, BIP",yellow
K09493,T-complex protein 1 subunit alpha,"CCT1, TCP1",turquoise
K09494,T-complex protein 1 subunit beta,CCT2,blue
K09495,T-complex protein 1 subunit gamma,"CCT3, TRIC5",blue
K09496,T-complex protein 1 subunit delta,CCT4,blue
K09497,T-complex protein 1 subunit epsilon,CCT5,turquoise
K09498,T-complex protein 1 subunit zeta,CCT6,brown
K09499,T-complex protein 1 subunit eta,CCT7,turquoise
K09500,T-complex protein 1 subunit theta,CCT8,turquoise
K09503,DnaJ homolog subfamily A member 2,DNAJA2,blue
K09506,DnaJ homolog subfamily A member 5,DNAJA5,turquoise
K09510,DnaJ homolog subfamily B member 4,DNAJB4,brown
K09516,"all-trans-retinol 13,14-reductase [EC:1.3.99.23]",RETSAT,brown
K09517,DnaJ homolog subfamily B member 11,DNAJB11,yellow
K09518,DnaJ homolog subfamily B member 12,DNAJB12,yellow
K09519,DnaJ homolog subfamily B member 13,DNAJB13,turquoise
K09522,DnaJ homolog subfamily C member 2,DNAJC2,yellow
K09523,DnaJ homolog subfamily C member 3,DNAJC3,yellow
K09527,DnaJ homolog subfamily C member 7,DNAJC7,turquoise
K09528,DnaJ homolog subfamily C member 8,DNAJC8,blue
K09536,DnaJ homolog subfamily C member 16,DNAJC16,turquoise
K09537,DnaJ homolog subfamily C member 17,DNAJC17,yellow
K09540,translocation protein SEC63,"SEC63, DNAJC23",blue
K09550,prefoldin subunit 4,PFDN4,yellow
K09553,stress-induced-phosphoprotein 1,STIP1,brown
K09554,cell division cycle protein 37,CDC37,blue
K09564,peptidyl-prolyl isomerase E (cyclophilin E) [EC:5.2.1.8],PPIE,turquoise
K09565,peptidyl-prolyl isomerase F (cyclophilin D) [EC:5.2.1.8],PPIF,turquoise
K09567,peptidyl-prolyl isomerase H (cyclophilin H) [EC:5.2.1.8],"PPIH, CYPH",blue
K09568,FK506-binding protein 1 [EC:5.2.1.8],FKBP1,turquoise
K09569,FK506-binding protein 2 [EC:5.2.1.8],FKBP2,blue
K09571,FK506-binding protein 4/5 [EC:5.2.1.8],FKBP4_5,brown
K09577,FK506-binding protein 14 [EC:5.2.1.8],FKBP14,brown
K09578,peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 [EC:5.2.1.8],PIN1,turquoise
K09580,protein disulfide-isomerase A1 [EC:5.3.4.1],"PDIA1, P4HB",yellow
K09584,protein disulfide-isomerase A6 [EC:5.3.4.1],"PDIA6, TXNDC7",blue
K09586,endoplasmic reticulum protein 29,ERP29,blue
K09595,minor histocompatibility antigen H13 [EC:3.4.23.-],HM13,brown
K09597,signal peptide peptidase-like 2B [EC:3.4.23.-],SPPL2B,turquoise
K09613,COP9 signalosome complex subunit 5 [EC:3.4.-.-],"COPS5, CSN5",yellow
K09645,vitellogenic carboxypeptidase-like protein [EC:3.4.16.-],CPVL,blue
K09647,mitochondrial inner membrane protease subunit 1 [EC:3.4.21.-],IMP1,turquoise
K09687,NA,NA,turquoise
K09704,uncharacterized protein,K09704,turquoise
K09705,uncharacterized protein,K09705,blue
K09760,DNA recombination protein RmuC,rmuC,turquoise
K09765,uncharacterized protein,K09765,brown
K09822,uncharacterized protein,K09822,turquoise
K09837,carotene epsilon-monooxygenase [EC:1.14.99.45],"LUT1, CYP97C1",blue
K09884,"aquaporin rerated protein, invertebrate",AQPN,turquoise
K09888,cell division protein ZapA,zapA,blue
K09931,uncharacterized protein,K09931,blue
K09935,uncharacterized protein,K09935,brown
K09946,uncharacterized protein,K09946,turquoise
K09966,uncharacterized protein,K09966,turquoise
K10046,"GDP-D-mannose 3', 5'-epimerase [EC:5.1.3.18 5.1.3.-]",GME,turquoise
K10144,RING finger and CHY zinc finger domain-containing protein 1 [EC:6.3.2.19],"RCHY1, PIRH2",blue
K10206,LL-diaminopimelate aminotransferase [EC:2.6.1.83],E2.6.1.83,blue
K10235,alpha-glucoside transport system ATP-binding protein,aglK,brown
K10249,elongation of very long chain fatty acids protein 4 [EC:2.3.1.199],ELOVL4,yellow
K10256,omega-6 fatty acid desaturase (delta-12 desaturase) [EC:1.14.19.-],FAD2,yellow
K10258,very-long-chain enoyl-CoA reductase [EC:1.3.1.93],"TER, TSC13, CER10",turquoise
K10273,F-box and leucine-rich repeat protein 7,FBXL7,turquoise
K10352,myosin heavy chain,MYH,brown
K10355,"actin, other eukaryote",ACTF,blue
K10356,myosin I,MYO1,turquoise
K10357,myosin V,MYO5,turquoise
K10362,myosin XVIII,MYO18,blue
K10365,"capping protein (actin filament) muscle Z-line, beta",CAPZB,blue
K10369,supervillin,SVIL,blue
K10370,tropomodulin,TMOD,yellow
K10380,ankyrin,ANK,brown
K10389,tubulin gamma,TUBG,brown
K10392,kinesin family member 1,KIF1,yellow
K10393,kinesin family member 2/24,"KIF2_24, MCAK",yellow
K10394,kinesin family member 3/17,KIF3_17,turquoise
K10395,kinesin family member 4/21/27,KIF4_21_27,brown
K10396,kinesin family member 5,KIF5,yellow
K10397,kinesin family member 6/9,KIF6_9,turquoise
K10400,kinesin family member 15,KIF15,turquoise
K10401,kinesin family member 18/19,KIF18_19,turquoise
K10405,kinesin family member C1,KIFC1,blue
K10406,kinesin family member C2/C3,KIFC2_3,blue
K10408,"dynein heavy chain, axonemal",DNAH,turquoise
K10409,"dynein intermediate chain 1, axonemal",DNAI1,brown
K10410,"dynein light intermediate chain, axonemal",DNALI,blue
K10411,"dynein light chain 1, axonemal",DNAL1,blue
K10412,"dynein light chain 4, axonemal",DNAL4,turquoise
K10413,"dynein heavy chain 1, cytosolic",DYNC1H,yellow
K10414,"dynein heavy chain 2, cytosolic","DYNC2H, DNCH2",brown
K10417,"dynein light intermediate chain 2, cytosolic",DYNC2LI,brown
K10418,dynein light chain LC8-type,DYNLL,turquoise
K10421,CAP-Gly domain-containing linker protein 1,"CLIP1, RSN",turquoise
K10423,CAP-Gly domain-containing linker protein 3/4,CLIP3_4,turquoise
K10436,"microtubule-associated protein, RP/EB family",MAPRE,blue
K10446,kelch-like protein 8,KLHL8,turquoise
K10448,kelch-like protein 10,KLHL10,yellow
K10450,kelch-like protein 12,"KLHL12, C3IP1",brown
K10454,kelch-like protein 17 (actinfilin),KLHL17,brown
K10455,kelch-like protein 18,KLHL18,brown
K10478,BTB/POZ domain-containing protein 3/6,BTBD3_6,turquoise
K10523,speckle-type POZ protein,SPOP,brown
K10570,DNA excision repair protein ERCC-8,"ERCC8, CKN1, CSA",brown
K10573,ubiquitin-conjugating enzyme E2 A [EC:6.3.2.19],"UBE2A, UBC2, RAD6A",blue
K10577,ubiquitin-conjugating enzyme E2 I [EC:6.3.2.19],"UBE2I, UBC9",blue
K10579,ubiquitin-conjugating enzyme E2 M [EC:6.3.2.19],"UBE2M, UBC12",blue
K10580,ubiquitin-conjugating enzyme E2 N [EC:6.3.2.19],"UBE2N, BLU, UBC13",blue
K10581,ubiquitin-conjugating enzyme E2 O [EC:6.3.2.19],UBE2O,turquoise
K10582,ubiquitin-conjugating enzyme E2 Q [EC:6.3.2.19],UBE2Q,blue
K10583,ubiquitin-conjugating enzyme E2 S [EC:6.3.2.19],"UBE2S, E2EPF",blue
K10585,ubiquitin-conjugating enzyme E2 Z [EC:6.3.2.19],UBE2Z,yellow
K10587,ubiquitin-protein ligase E3 A [EC:6.3.2.19],"UBE3A, E6AP",blue
K10589,ubiquitin-protein ligase E3 C [EC:6.3.2.19],UBE3C,turquoise
K10590,E3 ubiquitin-protein ligase TRIP12 [EC:6.3.2.19],TRIP12,yellow
K10591,E3 ubiquitin-protein ligase NEDD4 [EC:6.3.2.19],"NEDD4, RSP5",yellow
K10592,E3 ubiquitin-protein ligase HUWE1 [EC:6.3.2.19],"HUWE1, MULE, ARF-BP1",blue
K10595,E3 ubiquitin-protein ligase HERC2 [EC:6.3.2.19],HERC2,blue
K10598,peptidyl-prolyl cis-trans isomerase-like 2 [EC:5.2.1.8],"PPIL2, CYC4, CHP60",yellow
K10599,pre-mRNA-processing factor 19 [EC:6.3.2.19],"PRPF19, PRP19",turquoise
K10609,cullin 4,CUL4,yellow
K10615,E3 ubiquitin-protein ligase HERC4 [EC:6.3.2.19],HERC4,blue
K10630,RanBP-type and C3HC4-type zinc finger-containing protein 1,"RBCK1, HOIL1",brown
K10632,BRCA1-associated protein [EC:6.3.2.19],BRAP,blue
K10636,autocrine motility factor receptor [EC:6.3.2.19],"AMFR, GP78",brown
K10641,E3 ubiquitin-protein ligase LRSAM1 [EC:6.3.2.19],LRSAM1,yellow
K10667,E3 ubiquitin-protein ligase RNF8 [EC:6.3.2.19],RNF8,brown
K10669,2'-phosphotransferase [EC:2.7.1.160],"TRPT1, TPT1",blue
K10684,ubiquitin-like 1-activating enzyme E1 A [EC:6.3.2.19],"UBLE1A, SAE1",turquoise
K10685,ubiquitin-like 1-activating enzyme E1 B [EC:6.3.2.19],"UBLE1B, SAE2, UBA2",yellow
K10686,ubiquitin-activating enzyme E1 C [EC:6.3.2.19],"UBE1C, UBA3",turquoise
K10688,ubiquitin-conjugating enzyme E2 W [EC:6.3.2.19],"UBE2W, UBC16",yellow
K10693,E3 ubiquitin-protein ligase MYCBP2 [EC:6.3.2.19],"MYCBP2, PAM",turquoise
K10704,ubiquitin-conjugating enzyme E2 variant,UBE2V,turquoise
K10726,replicative DNA helicase Mcm [EC:3.6.4.-],"mcm, cdc21",turquoise
K10735,GINS complex subunit 4,"GINS4, SLD5",yellow
K10746,exonuclease 1 [EC:3.1.-.-],EXO1,brown
K10747,DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7],LIG1,turquoise
K10755,replication factor C subunit 2/4,RFC2_4,blue
K10756,replication factor C subunit 3/5,RFC3_5,brown
K10773,endonuclease III [EC:4.2.99.18],NTH,turquoise
K10798,poly [ADP-ribose] polymerase [EC:2.4.2.30],PARP,blue
K10807,ribonucleoside-diphosphate reductase subunit M1 [EC:1.17.4.1],RRM1,turquoise
K10808,ribonucleoside-diphosphate reductase subunit M2 [EC:1.17.4.1],RRM2,turquoise
K10839,UV excision repair protein RAD23,"RAD23, HR23",turquoise
K10841,DNA excision repair protein ERCC-6,"ERCC6, CSB, RAD26",yellow
K10843,DNA excision repair protein ERCC-3 [EC:3.6.4.12],"ERCC3, XPB",blue
K10848,DNA excision repair protein ERCC-4 [EC:3.1.-.-],"ERCC4, XPF",brown
K10865,double-strand break repair protein MRE11,MRE11,brown
K10866,DNA repair protein RAD50 [EC:3.6.-.-],RAD50,brown
K10884,ATP-dependent DNA helicase 2 subunit 1,"XRCC6, KU70, G22P1",turquoise
K10896,fanconi anemia group M protein,FANCM,blue
K10914,"CRP/FNR family transcriptional regulator, cyclic AMP receptor protein",crp,turquoise
K10943,"two-component system, response regulator FlrC","flrC, fleR",blue
K10949,ER lumen protein retaining receptor,KDELR,blue
K10951,"solute carrier family 12 (sodium/potassium/chloride transporter), member 2","SLC12A2, NKCC1",blue
K10956,protein transport protein SEC61 subunit alpha,SEC61A,blue
K10960,geranylgeranyl reductase [EC:1.3.1.83],"chlP, bchP",turquoise
K10967,"alpha 1,2-mannosyltransferase [EC:2.4.1.-]",KTR1_3,blue
K11000,callose synthase [EC:2.4.1.-],CALS,turquoise
K11068,hemolysin III,hlyIII,yellow
K11086,small nuclear ribonucleoprotein B and B',"SNRPB, SMB",brown
K11088,small nuclear ribonucleoprotein D3,"SNRPD3, SMD3",yellow
K11090,lupus La protein,"LA, SSB",yellow
K11092,U2 small nuclear ribonucleoprotein A',SNRPA1,yellow
K11096,small nuclear ribonucleoprotein D2,"SNRPD2, SMD2",blue
K11097,small nuclear ribonucleoprotein E,"SNRPE, SME",blue
K11098,small nuclear ribonucleoprotein F,"SNRPF, SMF",blue
K11099,small nuclear ribonucleoprotein G,"SNRPG, SMG",blue
K11127,telomerase protein component 1,TEP1,turquoise
K11159,carotenoid cleavage dioxygenase,K11159,turquoise
K11175,phosphoribosylglycinamide formyltransferase 1 [EC:2.1.2.2],purN,brown
K11188,"peroxiredoxin 6, 1-Cys peroxiredoxin [EC:1.11.1.7 1.11.1.15 3.1.1.-]",PRDX6,turquoise
K11204,glutamate--cysteine ligase catalytic subunit [EC:6.3.2.2],GCLC,turquoise
K11228,mitogen-activated protein kinase kinase kinase [EC:2.7.11.1],STE11,blue
K11244,cell wall integrity and stress response component,WSC,yellow
K11251,histone H2A,H2A,turquoise
K11252,histone H2B,H2B,turquoise
K11254,histone H4,H4,blue
K11262,acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14],ACACA,turquoise
K11274,chromosome transmission fidelity protein 4,"WDHD1, CTF4",brown
K11275,histone H1/5,H1_5,turquoise
K11279,nucleosome assembly protein 1-like 1,"NAP1L1, NRP",brown
K11290,template-activating factor I,"SET, TAF1, I2PP2A",yellow
K11292,transcription elongation factor SPT6,"SUPT6H, SPT6",brown
K11294,nucleolin,"NCL, NSR1",yellow
K11295,high mobility group protein B2,HMGB2,blue
K11296,high mobility group protein B3,HMGB3,blue
K11338,RuvB-like protein 2 [EC:3.6.4.12],"RUVBL2, RVB2, INO80J",blue
K11407,histone deacetylase 6 [EC:3.5.1.98],HDAC6,blue
K11412,NAD-dependent deacetylase sirtuin 2 [EC:3.5.1.-],"SIRT2, SIR2L2",brown
K11416,mono-ADP-ribosyltransferase sirtuin 6 [EC:2.4.2.31],"SIRT6, SIR2L6",blue
K11417,NAD-dependent deacetylase sirtuin 7 [EC:3.5.1.-],"SIRT7, SIR2L7",blue
K11427,"histone-lysine N-methyltransferase, H3 lysine-79 specific [EC:2.1.1.43]","DOT1L, DOT1",turquoise
K11450,lysine-specific histone demethylase 1A [EC:1.-.-.-],"KDM1A, AOF2, LSD1",brown
K11481,aurora kinase A [EC:2.7.11.1],AURKA,turquoise
K11491,condensin-2 complex subunit D3,NCAPD3,turquoise
K11492,condensin-2 complex subunit G2,"NCAPG2, LUZP5",turquoise
K11498,centromeric protein E,CENPE,turquoise
K11518,mitochondrial import receptor subunit TOM40,TOM40,yellow
K11533,"fatty acid synthase, bacteria type [EC:2.3.1.-]",fas,turquoise
K11540,carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3],CAD,turquoise
K11541,carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2],URA2,yellow
K11548,kinetochore protein Nuf2,"NUF2, CDCA1",brown
K11583,serine/threonine-protein phosphatase 2A regulatory subunit B'',PPP2R3,blue
K11584,serine/threonine-protein phosphatase 2A regulatory subunit B',PPP2R5,blue
K11592,endoribonuclease Dicer [EC:3.1.26.-],"DICER1, DCR1",blue
K11594,ATP-dependent RNA helicase DDX3X [EC:3.6.4.13],"DDX3X, bel",turquoise
K11628,mycocerosic acid synthase [EC:2.3.1.111],mas,brown
K11654,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:3.6.4.-],"SMARCA5, SNF2H, ISWI",brown
K11688,C4-dicarboxylate-binding protein DctP,dctP,turquoise
K11787,phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 2.1.2.2 6.3.3.1],GART,turquoise
K11788,phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 6.3.3.1],ADE5,turquoise
K11806,WD repeat and SOF domain-containing protein 1,WDSOF1,yellow
K11807,WD and tetratricopeptide repeats protein 1,WDTC1,yellow
K11808,phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21],ADE2,turquoise
K11811,arsenical resistance protein ArsH,arsH,blue
K11824,AP-2 complex subunit alpha,AP2A,blue
K11827,AP-2 complex subunit sigma-1,AP2S1,blue
K11835,ubiquitin carboxyl-terminal hydrolase 4/11/15 [EC:3.4.19.12],"USP4_11_15, UBP12",turquoise
K11837,ubiquitin carboxyl-terminal hydrolase 6/32 [EC:3.4.19.12],USP6_32,blue
K11838,ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12],"USP7, UBP15",yellow
K11839,ubiquitin carboxyl-terminal hydrolase 8 [EC:3.4.19.12],"USP8, UBP5",brown
K11841,ubiquitin carboxyl-terminal hydrolase 10 [EC:3.4.19.12],"USP10, UBP3",brown
K11842,ubiquitin carboxyl-terminal hydrolase 12/46 [EC:3.4.19.12],USP12_46,turquoise
K11855,ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12],USP36_42,yellow
K11877,proteasome assembly chaperone 3,"PSMG3, PAC3",blue
K11884,RNA-binding protein PNO1,"PNO1, DIM2",yellow
K11885,DNA damage-inducible protein 1,DDI1,brown
K11927,ATP-dependent RNA helicase RhlE [EC:3.6.4.13],rhlE,brown
K11959,urea transport system substrate-binding protein,urtA,turquoise
K11968,ariadne-1,ARIH1,blue
K11971,E3 ubiquitin-protein ligase RNF14 [EC:6.3.2.19],"RNF14, ARA54",blue
K11984,U4/U6.U5 tri-snRNP-associated protein 1,"SART1, HAF, SNU66",brown
K12041,"solute carrier family 9 (sodium/hydrogen exchanger), member 6/7","SLC9A6_7, NHE6_7",turquoise
K12160,small ubiquitin-related modifier,"SUMO, SMT3",blue
K12165,ufm1-conjugating enzyme 1,UFC1,turquoise
K12175,COP9 signalosome complex subunit 1,"GPS1, COPS1, CSN1",blue
K12176,COP9 signalosome complex subunit 2,"COPS2, CSN2, TRIP15",blue
K12177,COP9 signalosome complex subunit 3,"COPS3, CSN3",brown
K12178,COP9 signalosome complex subunit 4,"COPS4, CSN4",blue
K12179,COP9 signalosome complex subunit 6,"COPS6, CSN6",turquoise
K12184,ESCRT-I complex subunit VPS28,VPS28,yellow
K12193,charged multivesicular body protein 3,"VPS24, CHMP3",blue
K12198,charged multivesicular body protein 5,"CHMP5, VPS60",blue
K12209,intracellular multiplication protein IcmE,"icmE, dotG",yellow
K12231,E3 ubiquitin-protein ligase HECTD1 [EC:6.3.2.19],HECTD1,yellow
K12232,E3 ubiquitin-protein ligase HECTD2 [EC:6.3.2.19],HECTD2,turquoise
K12267,peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12],msrAB,turquoise
K12287,MSHA biogenesis protein MshQ,mshQ,turquoise
K12308,beta-galactosidase [EC:3.2.1.23],"bgaB, lacA",blue
K12309,beta-galactosidase [EC:3.2.1.23],"GLB1, ELNR1",turquoise
K12311,lysosomal alpha-mannosidase [EC:3.2.1.24],"MAN2B1, LAMAN",blue
K12319,guanylate cyclase soluble subunit beta [EC:4.6.1.2],GUCY1B,brown
K12323,atrial natriuretic peptide receptor A [EC:4.6.1.2],"ANPRA, NPR1",blue
K12347,natural resistance-associated macrophage protein,"SLC11A, NRAMP",turquoise
K12348,acid ceramidase [EC:3.5.1.23],ASAH1,blue
K12349,neutral ceramidase [EC:3.5.1.23],ASAH2,blue
K12373,hexosaminidase [EC:3.2.1.52],HEXA_B,blue
K12385,Niemann-Pick C1 protein,NPC1,blue
K12391,AP-1 complex subunit gamma-1,AP1G1,blue
K12392,AP-1 complex subunit beta-1,AP1B1,turquoise
K12393,AP-1 complex subunit mu,AP1M,blue
K12396,AP-3 complex subunit delta-1,AP3D1,turquoise
K12400,AP-4 complex subunit epsilon-1,AP4E1,blue
K12401,AP-4 complex subunit beta-1,AP4B1,yellow
K12402,AP-4 complex subunit mu-1,AP4M1,blue
K12410,NAD-dependent deacetylase [EC:3.5.1.-],npdA,yellow
K12418,fatty acid desaturase (delta-4 desaturase) [EC:1.14.19.-],K12418,turquoise
K12436,polyketide synthase 12,pks12,blue
K12450,"UDP-glucose 4,6-dehydratase [EC:4.2.1.76]",RHM,brown
K12452,CDP-6-deoxy-D-xylo-4-hexulose-3-dehydrase,rfbH,brown
K12460,ankyrin repeat-rich membrane spanning protein,"KIDINS220, ARMS",turquoise
K12492,ADP-ribosylation factor GTPase-activating protein 1,ARFGAP1,yellow
K12493,ADP-ribosylation factor GTPase-activating protein 2/3,ARFGAP2_3,yellow
K12524,bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3],thrA,turquoise
K12526,bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4],lysAC,turquoise
K12544,S-layer protein,rsaA,turquoise
K12575,kinetochore protein SLK19,SLK19,yellow
K12580,CCR4-NOT transcription complex subunit 3,"CNOT3, NOT3",turquoise
K12581,CCR4-NOT transcription complex subunit 7/8,"CNOT7_8, CAF1, POP2",blue
K12584,m7GpppX diphosphatase [EC:3.6.1.59],"DCPS, DCS",brown
K12585,exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-],"DIS3, RRP44",yellow
K12592,exosome complex protein LRP1,"C1D, LRP1",brown
K12596,poly(A) RNA polymerase,TRF5,yellow
K12598,ATP-dependent RNA helicase DOB1 [EC:3.6.4.13],"MTR4, SKIV2L2",brown
K12600,superkiller protein 3,"SKI3, TTC37",turquoise
K12603,CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4],"CNOT6, CCR4",turquoise
K12604,CCR4-NOT transcription complex subunit 1,"CNOT1, NOT1",blue
K12607,CCR4-NOT transcription complex subunit 10,CNOT10,brown
K12608,CCR4-NOT complex subunit CAF16,CAF16,turquoise
K12611,mRNA-decapping enzyme 1B [EC:3.-.-.-],DCP1B,brown
K12614,ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13],"DDX6, RCK, DHH1",blue
K12621,U6 snRNA-associated Sm-like protein LSm2,LSM2,turquoise
K12622,U6 snRNA-associated Sm-like protein LSm3,LSM3,brown
K12623,U6 snRNA-associated Sm-like protein LSm4,LSM4,blue
K12627,U6 snRNA-associated Sm-like protein LSm8,LSM8,blue
K12662,U4/U6 small nuclear ribonucleoprotein PRP4,"PRPF4, PRP4",yellow
K12734,peptidyl-prolyl cis-trans isomerase-like 3 [EC:5.2.1.8],PPIL3,blue
K12736,peptidylprolyl isomerase domain and WD repeat-containing protein 1 [EC:5.2.1.8],PPWD1,blue
K12739,peptidyl-prolyl cis-trans isomerase-like 6 [EC:5.2.1.8],PPIL6,brown
K12765,meiosis induction protein kinase IME2/SME1 [EC:2.7.11.1],IME2,turquoise
K12795,suppressor of G2 allele of SKP1,"SUGT1, SGT1",brown
K12811,ATP-dependent RNA helicase DDX46/PRP5 [EC:3.6.4.13],"DDX46, PRP5",yellow
K12812,ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13],"UAP56, BAT1, SUB2",blue
K12815,pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16 [EC:3.6.4.13],"DHX38, PRP16",turquoise
K12816,pre-mRNA-processing factor 17,"CDC40, PRP17",blue
K12817,pre-mRNA-splicing factor 18,"PRPF18, PRP18",blue
K12818,ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13],"DHX8, PRP22",yellow
K12819,pre-mRNA-processing factor SLU7,SLU7,yellow
K12820,pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:3.6.4.13],"DHX15, PRP43",yellow
K12821,pre-mRNA-processing factor 40,"PRPF40, PRP40",turquoise
K12822,RNA-binding protein 25,"RBM25, S164",blue
K12823,ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13],"DDX5, DBP2",blue
K12825,splicing factor 3A subunit 1,"SF3A1, SAP114",yellow
K12826,splicing factor 3A subunit 2,"SF3A2, SAP62",turquoise
K12828,splicing factor 3B subunit 1,"SF3B1, SAP155",blue
K12829,splicing factor 3B subunit 2,"SF3B2, SAP145, CUS1",yellow
K12830,splicing factor 3B subunit 3,"SF3B3, SAP130, RSE1",blue
K12832,splicing factor 3B subunit 5,"SF3B5, SF3B10",blue
K12835,ATP-dependent RNA helicase DDX42 [EC:3.6.4.13],"DDX42, SF3B125",yellow
K12836,splicing factor U2AF 35 kDa subunit,U2AF1,brown
K12839,survival of motor neuron-related-splicing factor 30,"SMNDC1, SPF30",turquoise
K12840,splicing factor 45,"RBM17, SPF45",brown
K12842,U2-associated protein SR140,SR140,brown
K12843,U4/U6 small nuclear ribonucleoprotein PRP3,"PRPF3, PRP3",yellow
K12844,U4/U6 small nuclear ribonucleoprotein PRP31,PRPF31,turquoise
K12848,U4/U6.U5 tri-snRNP component SNU23,SNU23,blue
K12852,116 kDa U5 small nuclear ribonucleoprotein component,EFTUD2,blue
K12854,pre-mRNA-splicing helicase BRR2 [EC:3.6.4.13],"SNRNP200, BRR2",yellow
K12855,pre-mRNA-processing factor 6,"PRPF6, PRP6",blue
K12856,pre-mRNA-processing factor 8,"PRPF8, PRP8",blue
K12857,Prp8 binding protein,"SNRNP40, PRP8BP",turquoise
K12858,ATP-dependent RNA helicase DDX23/PRP28 [EC:3.6.4.13],"DDX23, PRP28",blue
K12859,"U5 snRNP protein, DIM1 family","TXNL4A, DIB1",blue
K12860,pre-mRNA-splicing factor CDC5/CEF1,"CDC5L, CDC5, CEF1",brown
K12861,pre-mRNA-splicing factor SPF27,BCAS2,blue
K12862,pleiotropic regulator 1,"PLRG1, PRL1, PRP46",yellow
K12863,protein CWC15,CWC15,blue
K12865,polyglutamine-binding protein 1,"PQBP1, NPW38",brown
K12867,pre-mRNA-splicing factor SYF1,"SYF1, XAB2",blue
K12869,crooked neck,"CRN, CRNKL1, CLF1, SYF3",turquoise
K12870,pre-mRNA-splicing factor ISY1,ISY1,brown
K12872,pre-mRNA-splicing factor RBM22/SLT11,"RBM22, SLT11",yellow
K12873,bud site selection protein 31,"BUD31, G10",turquoise
K12874,intron-binding protein aquarius,AQR,turquoise
K12876,RNA-binding protein 8A,"RBM8A, Y14",blue
K12879,THO complex subunit 2,THOC2,blue
K12882,nuclear cap-binding protein subunit 1,"NCBP1, CBP80",yellow
K12898,heterogeneous nuclear ribonucleoprotein F/H,HNRNPF_H,yellow
K13010,perosamine synthetase [EC:2.6.1.102],"per, rfbE",turquoise
K13024,inositol-hexakisphosphate/diphosphoinositol-pentakisphosphate 1-kinase [EC:2.7.4.24],"PPIP5K, VIP",blue
K13025,ATP-dependent RNA helicase [EC:3.6.4.13],"EIF4A3, FAL1",blue
K13045,tolloid [EC:3.4.24.-],tld,blue
K13076,delta8-fatty-acid desaturase [EC:1.14.19.4],SLD,brown
K13091,RNA-binding protein 39,"RBM39, RNPC2",turquoise
K13100,pre-mRNA-splicing factor CWC22,CWC22,blue
K13107,"RNA-binding motif protein, X-linked 2","RBMX2, IST3",blue
K13111,WD40 repeat-containing protein SMU1,SMU1,blue
K13116,ATP-dependent RNA helicase DDX41 [EC:3.6.4.13],"DDX41, ABS",yellow
K13118,protein DGCR14,DGCR14,turquoise
K13125,nitric oxide synthase-interacting protein,NOSIP,yellow
K13126,polyadenylate-binding protein,PABPC,blue
K13171,serine/arginine repetitive matrix protein 1,"SRRM1, SRM160",yellow
K13177,ATP-dependent RNA helicase DDX1 [EC:3.6.4.13],DDX1,brown
K13181,ATP-dependent RNA helicase DDX27 [EC:3.6.4.13],"DDX27, DRS1",yellow
