,St.1_50m,St.1_90m,St.3_40m,St.3_60m,St.3_80m,St.5_20m,St.5_50m,St. 5_80m,St.6_40m,St.6_80m,St.8_40m,St.8_70m,St.9_40m,St.9_70m,St.12_40m
K11417_NAD-dependent deacetylase sirtuin 7 [EC:3.5.1.-],0.961480368,0,0,0,1.073166092,0,0,0,0,0,0,0,0,4.844391937,0
"K11427_histone-lysine N-methyltransferase, H3 lysine-79 specific [EC:2.1.1.43]",9.018638216,7.779600033,14.99667444,2.052376064,8.989075338,8.069471251,10.59156134,7.266768912,5.571111875,12.84130476,5.123043131,18.86713604,2.332514037,5.575145467,15.62391829
K11450_lysine-specific histone demethylase 1A [EC:1.-.-.-],0,0,0,0,7.206790177,6.601549143,0,0.53815216,5.197177378,7.909995363,6.056259511,1.079047138,5.342974227,0,0
K11481_aurora kinase A [EC:2.7.11.1],38.00708849,26.76708719,19.87653916,19.33425785,28.1808196,23.7174474,21.96713478,22.93381216,8.110355555,25.20079827,27.15076874,19.13373498,47.24678818,9.244247747,32.76376757
K11491_condensin-2 complex subunit D3,18.42089014,8.114050423,15.28359298,4.595635314,6.613043324,19.06805422,13.90922316,19.26886634,10.86430712,13.52551783,18.34432381,8.832761604,6.858444469,12.92187102,0.921024998
K11492_condensin-2 complex subunit G2,23.45316454,8.935788336,8.006602578,26.06442967,31.78888724,2.501844498,18.71053091,20.8656722,8.908127702,31.38296437,19.54926086,24.34325237,30.28121655,9.771063988,8.233247336
K11498_centromeric protein E,0.978057616,0.54094262,21.52543365,10.1738243,5.240010986,5.59993479,1.760174288,1.276200319,3.673866767,4.237805138,2.371097888,8.8100478,3.399237051,12.38721914,1.928900636
K11518_mitochondrial import receptor subunit TOM40,0,0,0,0,0,0,0,0,0,0,0,0,0,13.14568795,0
"K11533_fatty acid synthase, bacteria type [EC:2.3.1.-]",3.787082619,10.71137468,3.399953729,2.589150134,8.181986645,1.355199796,6.528065009,9.16361186,8.263845969,34.30440959,8.889084701,29.63216019,3.656110319,9.143031792,0
K11540_carbamoyl-phosphate synthase / aspartate carbamoyltransferase / dihydroorotase [EC:6.3.5.5 2.1.3.2 3.5.2.3],11.24506597,15.10426685,12.36190509,12.13994797,10.75825264,14.94637463,5.559706395,3.74896797,1.508561221,2.900208826,4.056745649,6.577413,2.326321522,0,4.249756052
K11541_carbamoyl-phosphate synthase / aspartate carbamoyltransferase [EC:6.3.5.5 2.1.3.2],2.638481011,4.377861203,6.091113117,4.691566759,0,9.441750519,1.826298903,4.618096446,1.238862049,0,3.997781323,2.621240008,3.820847848,20.99695916,11.63329539
K11548_kinetochore protein Nuf2,2.278587785,0.42007929,2.337900041,2.025814601,9.325319411,15.2205759,13.66896853,15.95272145,16.04818789,15.08351285,13.42630045,10.21798947,14.84855013,5.740300404,0.669766296
K11583_serine/threonine-protein phosphatase 2A regulatory subunit B'',28.97756208,16.59104267,23.65357208,13.42851034,12.74668663,17.69928135,8.494816841,0.527431998,8.845936144,8.221763174,17.14383082,10.17481098,8.59812291,13.76342307,8.92597094
K11584_serine/threonine-protein phosphatase 2A regulatory subunit B',14.15155227,12.83708401,20.55164558,13.78132898,14.72104281,7.5078593,3.411309248,3.108154494,7.614331245,7.139178934,8.308879502,4.557414798,8.632192941,7.257208343,11.92040891
K11592_endoribonuclease Dicer [EC:3.1.26.-],0,0,0,0,0,0,0,0,0,0,0,0,0,13.78719338,0
K11594_ATP-dependent RNA helicase DDX3X [EC:3.6.4.13],9.348102404,7.55184359,8.208252149,10.31130422,6.48364026,3.74002767,25.95626425,13.47480023,16.04579209,18.79298757,19.12914954,31.41980766,25.37314369,46.16339344,7.764467254
K11628_mycocerosic acid synthase [EC:2.3.1.111],0,0.577337264,0,0.232015377,4.077907725,8.591504325,0.361269018,0,4.901305865,3.062397042,0.527213638,1.831711991,2.267461173,2.95844982,0
K11654_SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5 [EC:3.6.4.-],2.756681754,1.407982186,3.181993792,3.369948484,3.673472983,3.039979066,2.385143594,0.960081507,10.50679928,10.22667024,4.659924761,1.365634595,6.487027934,0.602358534,5.940825053
K11688_C4-dicarboxylate-binding protein DctP,0,39.06661807,16.33795643,85.48655112,56.5094602,5.259857779,1.978285092,2.620314433,0,0,0.412426683,1.671722152,5.912603058,0,0
K11787_phosphoribosylamine--glycine ligase / phosphoribosylglycinamide formyltransferase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 2.1.2.2 6.3.3.1],0,0,0,0,9.033734438,4.965037725,0,4.047452681,7.600458127,8.349645792,5.839646604,2.028883537,1.674358802,0,1.019580539
K11788_phosphoribosylamine--glycine ligase / phosphoribosylformylglycinamidine cyclo-ligase [EC:6.3.4.13 6.3.3.1],0,5.19493479,0.760836206,4.175392203,4.414243096,1.415234065,17.793483,10.3831711,7.427774204,7.809317747,20.4737501,3.18072065,4.295332222,3.736197703,5.231181198
K11806_WD repeat and SOF domain-containing protein 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K11807_WD and tetratricopeptide repeats protein 1,0,0,0,0,0,0,0,0,0,0,0,1.098016943,0,4.72916855,0
K11808_phosphoribosylaminoimidazole carboxylase [EC:4.1.1.21],16.01999655,15.73508531,3.974235467,6.53727239,8.848286413,9.437086343,1.26132131,7.328479241,9.139654168,9.666735486,6.245792213,18.6507367,9.181076604,0,13.68256959
K11811_arsenical resistance protein ArsH,0,13.48202997,0.854893069,0.493849133,0,0,0,7.129692759,0,1.002826185,0,0,0,0.699679619,4.89822964
K11824_AP-2 complex subunit alpha,26.39917094,22.28610155,3.819394932,21.29214896,7.079737588,12.52443644,27.01138112,40.07329642,2.710234106,11.96048841,24.09447557,12.05022816,19.44295418,21.27266439,7.684028063
K11827_AP-2 complex subunit sigma-1,6.391813152,11.48931649,3.688984,0.710342854,1.783571814,3.430945963,3.318205049,4.661458854,7.502967341,2.884890822,2.421191506,0.934667592,6.942103837,11.07045904,36.63668803
K11835_ubiquitin carboxyl-terminal hydrolase 4/11/15 [EC:3.4.19.12],0,0.780707234,0,0,0,8.082020973,7.816445694,11.1179056,0.994172344,5.096790005,6.416345763,2.476941798,14.81989819,0,1.244744515
K11837_ubiquitin carboxyl-terminal hydrolase 6/32 [EC:3.4.19.12],0,0.917723494,2.553739076,0.737613787,0,0,0,0,0,0,0,2.911651876,0,0,2.926401182
K11838_ubiquitin carboxyl-terminal hydrolase 7 [EC:3.4.19.12],1.219942833,1.365972112,8.540924861,0.54230476,0,8.369364906,3.37767109,1.440929866,14.44643098,8.687234795,11.51186149,1.801383598,0.894130381,35.23604754,2.177879519
K11839_ubiquitin carboxyl-terminal hydrolase 8 [EC:3.4.19.12],0,0,0,0,3.837381782,0,1.189861407,0,0,11.63791184,8.682050348,0,6.223350662,2.165296396,0
K11841_ubiquitin carboxyl-terminal hydrolase 10 [EC:3.4.19.12],0,0.862040214,0.799596608,0,0,0.743666211,2.157688,4.243608564,5.610690633,2.344902671,6.29759256,0.911662035,2.257077836,3.272113615,0
K11842_ubiquitin carboxyl-terminal hydrolase 12/46 [EC:3.4.19.12],0,8.071323333,3.427861777,3.280282449,0,5.114870603,11.11345224,6.90411768,8.475396955,15.88769918,7.135771984,14.83472425,23.18028818,0,11.37427884
K11855_ubiquitin carboxyl-terminal hydrolase 36/42 [EC:3.4.19.12],0,0,0,1.138151597,0,1.832418718,0,0.746885368,0,2.888959779,4.525932029,2.246366116,0,22.9617198,0
K11877_proteasome assembly chaperone 3,0,0,0,0,0,0,0,0,2.291228737,0,0,0,1.177752383,0,1.434356135
K11884_RNA-binding protein PNO1,2.661693453,6.869918394,5.461956109,1.183210385,3.961168292,4.444914027,8.597708228,6.729269243,4.582457473,1.601777113,5.377269893,1.556865666,5.139283127,27.70434382,6.259008588
K11885_DNA damage-inducible protein 1,0,0,0,0,6.300179046,3.231803163,1.562803041,1.317267975,1.060120759,2.547602591,3.420987003,3.30156214,6.539162487,1.421985693,0
K11927_ATP-dependent RNA helicase RhlE [EC:3.6.4.13],0,0,0,0,0,0.577415498,0,1.882815025,6.061063751,3.277235973,1.222432689,0,4.673321457,7.456151068,0
K11959_urea transport system substrate-binding protein,78.31310151,67.25836377,61.9621406,71.03861566,51.08747472,2.604616986,2.419824064,1.714599126,20.8771738,21.8346516,18.44541636,13.82403151,64.14142567,6.77989952,56.9581973
K11968_ariadne-1,11.22678465,13.22062287,31.81352632,14.73295124,15.61640547,17.86537549,12.16065876,12.01292656,18.75960407,21.91550003,16.94945711,19.9301039,11.99007462,46.64685077,13.67738274
K11971_E3 ubiquitin-protein ligase RNF14 [EC:6.3.2.19],18.51673106,63.4338048,8.62382513,18.7668069,11.9981772,3.415114652,10.6001394,4.657291698,12.90775668,14.68395842,4.233996261,14.48120545,17.48760973,44.3186631,29.99768054
K11984_U4/U6.U5 tri-snRNP-associated protein 1,0.94891632,2.621931207,0.72944923,0.210691771,4.233248472,9.160874588,1.314324974,2.766967353,5.788429416,3.2119163,3.354323111,3.606862485,3.431779791,0,1.254719301
"K12041_solute carrier family 9 (sodium/hydrogen exchanger), member 6/7",3.247361244,13.47034216,3.748377303,7.939574515,0,0,0,0,0.762376646,5.12984164,0,5.698295443,0,0,17.18148243
K12160_small ubiquitin-related modifier,129.4863009,165.8634673,136.8309567,126.8337642,57.51587712,79.31745702,125.7423645,116.2618646,84.86734247,57.66465909,43.86158157,90.25562256,91.39808376,110.1653127,144.8902667
K12165_ufm1-conjugating enzyme 1,2.878342921,4.775848585,0.738316741,3.412048552,2.141794483,4.806709355,1.328217384,2.239077065,5.405943488,3.89734722,3.39205688,3.928370343,2.778798435,1.812806285,8.460578469
K12175_COP9 signalosome complex subunit 1,3.469946106,7.779831929,3.352548659,6.681347018,6.125121211,3.632902167,3.722539163,3.467616235,5.267087177,13.37806076,1.833143368,4.025519844,1.298003641,1.270782101,4.340452819
K12176_COP9 signalosome complex subunit 2,51.65149486,19.38235897,16.60169282,13.94104761,5.854243487,3.595531714,9.986169434,15.62802445,4.26653114,7.880119754,4.107398097,9.162301942,19.12020892,43.76885831,15.04455985
K12177_COP9 signalosome complex subunit 3,0,0,0,0.543766498,8.191930921,12.25646105,24.5541211,23.55104711,20.10228986,9.937710162,9.88490045,11.44778851,19.48529415,0,0
K12178_COP9 signalosome complex subunit 4,0,0,4.392752436,0,0,0,3.951237879,0,0,0.644110844,0,0,0,15.27963872,0
K12179_COP9 signalosome complex subunit 6,9.653799145,12.02576927,2.084918321,3.613206638,2.325330047,5.915164136,7.139152135,3.201354243,10.43411893,5.580009863,9.06731689,2.823328212,9.883041024,0,2.419327963
K12184_ESCRT-I complex subunit VPS28,1.042063683,2.305371992,2.405674985,0,0,0,1.442587423,0,0,0,0,0,0,12.46972069,2.75673039
K12193_charged multivesicular body protein 3,0,2.030312442,0.706216014,0.538684568,0,0.86727962,0,0.353499149,0,1.367338106,3.672194326,0,0.877417663,1.537593381,8.352040253
K12198_charged multivesicular body protein 5,1.949811961,1.078399036,0,0,0,0,0,0.568788105,0.915507078,0,0,1.140475171,0,0,1.719378567
K12209_intracellular multiplication protein IcmE,3.184692869,6.260948925,5.21760544,6.907974612,4.325914399,4.394271574,3.306562225,15.01095484,15.30603808,13.69284938,6.954351677,10.43401591,10.12213674,51.09450636,2.106238745
K12231_E3 ubiquitin-protein ligase HECTD1 [EC:6.3.2.19],0,0.623595964,0,2.493607507,1.887705821,0.806947125,12.09667795,1.315631617,1.323504798,0.254443787,5.125105994,1.978476492,3.189630815,3.177858854,0
K12232_E3 ubiquitin-protein ligase HECTD2 [EC:6.3.2.19],7.345986698,4.143247132,2.735962731,0.427409684,3.968398353,0,0,2.63527883,14.91408028,0,2.354666064,5.676444508,0.69617143,0,10.07660982
K12267_peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12],2.003614719,4.986702827,3.083654028,0,3.354532419,0.716989443,9.708008298,1.168966282,1.411154123,1.808629124,2.023895181,1.171945236,2.17611202,0,1.766822788
K12287_MSHA biogenesis protein MshQ,63.33857246,39.47396522,64.2273404,38.53026642,63.60786225,61.92842153,36.72096343,35.17769417,59.77055473,44.42591007,52.46489275,50.77569089,67.97343117,20.29376838,44.5451258
K12308_beta-galactosidase [EC:3.2.1.23],0,8.122329458,1.521672413,14.37960756,0,5.660936259,1.256017891,1.730528516,0.387778476,3.164498387,1.938008869,2.366088879,3.945563758,0.622699617,5.716899042
K12309_beta-galactosidase [EC:3.2.1.23],3.095097929,3.851622132,3.572622186,2.407777655,1.727312516,2.215148971,1.606769367,0.902884443,1.089945128,3.841602271,2.344819736,1.810370647,1.680782174,0,0.682327982
K12311_lysosomal alpha-mannosidase [EC:3.2.1.24],15.63613877,13.6853309,20.2877118,17.73608751,13.46199264,5.228108134,21.78546643,11.06750022,9.465669332,6.999477796,8.575749936,8.002772271,10.95386191,47.91781374,15.76507962
K12319_guanylate cyclase soluble subunit beta [EC:4.6.1.2],0,0,1.880074394,0.543034645,62.30702302,5.8946682,9.121550965,19.70164316,3.093782541,6.307025993,4.131827446,5.76481961,1.192714755,0,0.726289222
K12323_atrial natriuretic peptide receptor A [EC:4.6.1.2],2.677396659,0.493603492,1.37354501,0.396730326,0.996134504,0,0.617745155,1.041379992,0,2.014033907,0,0.522016905,1.292400845,0.56208284,1.573983724
K12347_natural resistance-associated macrophage protein,30.04857629,23.83888588,40.4582437,25.8024654,26.784321,23.09408326,29.74100001,25.00137814,45.45412,49.91707254,35.71876043,46.94119757,27.4690429,19.73924172,5.159084461
K12348_acid ceramidase [EC:3.5.1.23],1.612144703,1.94571609,1.240581949,0,0,0,0,0,0,0,0,0,0,0,5.686470502
K12349_neutral ceramidase [EC:3.5.1.23],0,0,0,0,0,0,1.095460894,0,0,0,0,0,0,1.993507406,1.395589753
K12373_hexosaminidase [EC:3.2.1.52],5.3530388,2.939751291,1.501715716,0.528800447,1.327744155,6.539328366,3.959345653,6.024825656,8.057415568,8.847646467,5.666856265,2.042989206,1.667681238,4.36134296,4.343304796
K12385_Niemann-Pick C1 protein,0,0,0,0,1.302144975,0,0,0.340322446,0.27388724,0,1.473047103,1.705948561,0.422355932,12.0157539,0
K12391_AP-1 complex subunit gamma-1,41.78822332,17.31091249,22.62992605,19.26631592,9.152976542,18.27446934,18.69269821,9.692241065,6.201784904,5.155032067,11.80649731,18.1912404,11.00321125,5.470609554,28.79138613
K12392_AP-1 complex subunit beta-1,15.57528651,3.653399559,1.600109135,5.709416409,3.43700443,3.765452303,7.423305537,1.808144714,0.478841062,5.587657363,2.585379765,5.629990265,5.005808837,4.533553275,3.667219808
K12393_AP-1 complex subunit mu,16.10021228,15.89426779,15.58718939,16.79624859,22.7655908,11.44404875,5.939135759,8.317021208,15.23142808,24.1153138,15.09615594,35.04129958,25.98659198,13.11995158,12.36002529
K12396_AP-3 complex subunit delta-1,1.809845399,0,6.267227055,5.229483187,6.060232047,8.419443334,2.505470878,4.223662818,2.974257044,5.718008927,0.457041135,6.351639387,1.965660508,0,0
K12400_AP-4 complex subunit epsilon-1,2.821752181,3.398438736,1.676751065,0.857240952,0,3.937604434,3.981633881,7.15066187,3.724019707,1.386653652,0,1.421046666,1.293672894,5.261014575,2.14236771
K12401_AP-4 complex subunit beta-1,0,0.5267521,0,0,1.06303126,0.681628999,0,0,11.17965753,0.859715628,0,0,0,1.799490814,1.679686722
K12402_AP-4 complex subunit mu-1,20.15107275,31.8039205,40.14031259,36.71606664,25.02473762,22.2868558,27.91114412,34.13218156,25.2940932,22.79517239,19.27147454,15.40209582,30.84752643,74.80675018,18.53668228
K12410_NAD-dependent deacetylase [EC:3.5.1.-],24.29393795,44.80589219,30.98755705,36.20395806,15.73286762,18.47051778,22.50825164,22.29208522,24.05761554,16.24495923,18.92119583,14.0503485,21.49600034,52.67233937,11.9306089
K12418_fatty acid desaturase (delta-4 desaturase) [EC:1.14.19.-],14.39062803,9.66467811,11.8649089,7.310980589,2.294606547,13.24197491,19.21026525,3.607439465,15.92702377,3.711479019,3.114919083,3.006178891,14.88529626,3.465937473,12.68990954
K12436_polyketide synthase 12,0,0,0,0,0,0,0,0,0,0,0,0,0,1.384111982,0
"K12450_UDP-glucose 4,6-dehydratase [EC:4.2.1.76]",5.091935302,0.395894914,0,0.565883228,7.190551352,2.561484368,4.954627939,9.142531886,2.688760536,10.84124206,12.57322193,4.419963192,1.03657071,4.057369272,1.26241439
K12452_CDP-6-deoxy-D-xylo-4-hexulose-3-dehydrase,11.32062957,23.38641864,16.57510591,25.7960324,17.24177081,21.83307927,25.11863594,22.22100527,34.63580046,33.6841541,30.33974178,16.95987883,27.50827716,28.40557266,23.0742356
K12460_ankyrin repeat-rich membrane spanning protein,2.079352732,0,8.000545674,0,2.3208907,5.952737097,1.439282526,7.885501072,2.440827864,4.692491371,0,0,6.775111649,0,0
K12492_ADP-ribosylation factor GTPase-activating protein 1,0,0,0,0,0,0,0,0,0,0,0.451637693,0.261522755,0,2.534356767,0
K12493_ADP-ribosylation factor GTPase-activating protein 2/3,0,2.429006861,0,0.650765712,0,0,0,2.135248894,0.34368431,0,0,1.284414175,0.529988573,2.304992938,0
K12524_bifunctional aspartokinase / homoserine dehydrogenase 1 [EC:2.7.2.4 1.1.1.3],111.8413464,105.1413141,82.8656199,92.60847448,135.5395979,118.4894929,112.9425317,93.01888151,155.1650532,196.9127339,121.8387668,166.0257288,75.78740535,62.82544767,72.07636428
K12526_bifunctional diaminopimelate decarboxylase / aspartate kinase [EC:4.1.1.20 2.7.2.4],5.081030294,7.728500402,12.91040221,7.686041135,9.225616481,29.43317189,32.86722819,17.05647931,13.31566583,20.7017322,21.36360496,13.47177308,11.92060324,3.221328165,0
K12544_S-layer protein,1.784931106,4.936034919,0,1.190190977,1.992269008,1.916201875,3.088725775,0,1.257134351,5.236488158,3.605996133,3.132101428,5.169603382,0,7.082926754
K12575_kinetochore protein SLK19,14.94053445,12.39493213,1.916180075,0,0,0,2.585377871,0.726394686,0.58459334,0.561940325,0,0,0,2.352420776,12.07692449
K12580_CCR4-NOT transcription complex subunit 3,10.38259269,5.971380645,10.59516877,11.56594007,13.63545294,9.24496287,8.609513571,7.536407946,13.12972779,25.15007702,22.89203128,29.54309298,18.71820047,4.177617209,8.809031205
K12581_CCR4-NOT transcription complex subunit 7/8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K12584_m7GpppX diphosphatase [EC:3.6.1.59],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K12585_exosome complex exonuclease DIS3/RRP44 [EC:3.1.13.-],11.77475634,0,1.510157054,0,0,1.404524185,6.112671788,3.434865249,3.225059259,7.085915618,2.477904099,1.147872848,1.420942335,11.57941105,1.730531293
K12592_exosome complex protein LRP1,0,0,0,0.705375422,3.542198568,0.567825556,3.56958422,0.925772248,3.538987043,1.074268785,6.411360257,0.928131455,0.574463138,0.499683784,0
K12596_poly(A) RNA polymerase,0,0,0,0,0,0,0,0,0,0,2.416936336,0,1.154983884,19.08809617,0
K12598_ATP-dependent RNA helicase DOB1 [EC:3.6.4.13],1.130308179,0.312574565,1.73959561,0,1.26160497,1.617913912,1.173561935,0.989181306,3.715043356,0.25507752,1.998060902,0,0,1.423756534,0
K12600_superkiller protein 3,11.18415837,5.234068496,6.620356752,3.441964618,18.24484078,12.31454854,14.88736547,16.31189822,33.93190311,10.48404873,9.979761196,0.5032144,14.95019897,15.14288669,9.103742823
K12603_CCR4-NOT transcription complex subunit 6 [EC:3.1.13.4],26.19541557,15.44335636,22.5095966,24.23139494,22.42392965,31.53542957,11.63390933,29.87950263,34.34418468,33.3259313,21.82202801,20.23722909,20.20954112,17.63382445,19.26846017
K12604_CCR4-NOT transcription complex subunit 1,10.03902643,3.494163002,1.965612488,1.135482386,23.34588489,3.859073633,2.636348721,2.06583248,1.977580255,0,3.786919353,2.227809619,3.612385119,3.078245101,1.501633627
K12607_CCR4-NOT transcription complex subunit 10,0,0,0,0,0,0,5.864614447,0,0,0.956019829,1.069806904,0,0,6.003202143,0
K12608_CCR4-NOT complex subunit CAF16,18.23000265,1.689996751,10.5079936,6.509980941,8.227047046,30.10486624,27.89166257,36.26272504,29.14835917,31.50409571,22.36545434,21.19449981,32.17354716,1.067594208,16.46571352
K12611_mRNA-decapping enzyme 1B [EC:3.-.-.-],0,0.45719012,0.636108959,0,0,7.099370882,0,2.411392194,0.388131644,4.104006797,2.087487515,0.967014922,2.394119599,0,0
K12614_ATP-dependent RNA helicase DDX6/DHH1 [EC:3.6.4.13],44.07955837,69.52560028,55.39003851,30.74848126,95.92570082,69.62403028,53.90223493,40.76547756,41.36594014,34.67635523,49.78925791,26.31997123,59.81524668,82.48237096,41.57510676
K12621_U6 snRNA-associated Sm-like protein LSm2,0,3.90657394,4.076542631,1.569940628,15.76760764,5.055194052,19.55632133,6.181420924,43.11432751,6.375945474,1.783705286,3.098586724,6.392858268,0,0
K12622_U6 snRNA-associated Sm-like protein LSm3,0,3.399512988,3.153262471,5.464669182,0,0,5.672657541,5.976768914,2.886017235,0.924727983,1.034790651,2.396799964,2.966978916,0,0
K12623_U6 snRNA-associated Sm-like protein LSm4,0,0,0,0,0,0,0,0,0,0,0,0,0,2.982460427,0
K12627_U6 snRNA-associated Sm-like protein LSm8,4.202025313,2.065822022,6.826391517,2.905682293,7.295762895,7.685507212,10.98785595,13.34750234,8.768900103,5.689645787,10.3755861,7.373488779,6.423112535,6.469157134,0
K12662_U4/U6 small nuclear ribonucleoprotein PRP4,4.959767583,0,0,2.204780007,0,0.88742136,0,0.723417658,0,0,0,0,0,4.780250162,2.186805255
K12734_peptidyl-prolyl cis-trans isomerase-like 3 [EC:5.2.1.8],7.017815471,18.08236537,17.7022306,6.420502575,0,14.21996502,7.905304768,10.89583453,6.607696374,2.419920283,8.131205957,5.150876884,5.540262388,3.94946303,28.26413162
K12736_peptidylprolyl isomerase domain and WD repeat-containing protein 1 [EC:5.2.1.8],40.95543825,18.20914013,16.89012467,6.217454171,12.28818531,0.718575703,2.779853198,2.322730156,4.193636221,1.812630516,3.042559237,1.741380305,8.723705707,0.632343195,12.27194048
K12739_peptidyl-prolyl cis-trans isomerase-like 6 [EC:5.2.1.8],0,0.394649962,0,0.634394247,0,0.510685877,0,1.248919165,0,0.644110844,0,0,0,3.145807972,0
K12765_meiosis induction protein kinase IME2/SME1 [EC:2.7.11.1],5.351636012,1.183949885,9.0600519,5.709548226,2.389313185,1.532057631,5.926856818,1.873378747,10.05114493,6.76316386,2.702902467,12.52101868,3.87491645,0,2.8315002
K12795_suppressor of G2 allele of SKP1,0,0,0,0,2.084503684,3.341524875,0.646344468,1.634388043,3.946005046,0.842910487,6.131028147,2.184737416,0,11.76210388,0
K12811_ATP-dependent RNA helicase DDX46/PRP5 [EC:3.6.4.13],0,0,1.678680299,4.093075544,9.739419418,14.01259477,10.55096169,2.54544855,4.084382093,15.42104525,6.596941598,7.639974991,0,5.813270324,0.424825225
K12812_ATP-dependent RNA helicase UAP56/SUB2 [EC:3.6.4.13],166.8435233,166.3129081,166.5023322,146.6789795,103.9478623,87.62416345,202.3195525,119.2126359,88.45552951,87.82286779,103.5499668,103.7976002,111.4441204,117.7331332,131.1049628
K12815_pre-mRNA-splicing factor ATP-dependent RNA helicase DHX38/PRP16 [EC:3.6.4.13],5.191444047,0.957091995,6.658223426,1.153883912,0,4.95399379,3.593404134,3.028837326,0.406261721,2.343114376,9.176985154,3.036555913,1.252975843,0,3.051937934
K12816_pre-mRNA-processing factor 17,10.88179114,11.99564243,17.65204739,8.74687942,43.15828391,18.81193936,5.140332779,10.03555456,11.48010367,13.3785619,13.72078137,15.98990989,16.34708042,5.717495391,6.151164755
K12817_pre-mRNA-splicing factor 18,0,0,0,2.76731647,0,0,0,0,0,0,0,1.456491611,0,0,0
K12818_ATP-dependent RNA helicase DHX8/PRP22 [EC:3.6.4.13],1.067808785,3.543492362,0,1.898704665,0,0,0,0,0.501374759,0,0,0,0,7.397671452,0
K12819_pre-mRNA-processing factor SLU7,0,0.351290939,3.179539122,3.169068384,0.557550242,2.14504932,2.766083974,6.066139633,5.15999339,2.705478239,3.532070235,6.4279616,0.821579416,3.045201405,0.440490216
K12820_pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43 [EC:3.6.4.13],4.380293391,5.524652502,7.857596882,3.730872743,9.080041436,12.17795988,8.960137415,10.63367485,17.72960102,16.85612182,10.55656911,8.407673254,12.24172457,17.15694607,2.875172709
K12821_pre-mRNA-processing factor 40,3.262631316,4.386574727,14.54665964,13.37723741,4.333984131,13.17317172,8.663716572,9.04794151,1.98395108,2.292001189,20.90400434,8.460500219,8.783193354,8.777975888,1.712022937
K12822_RNA-binding protein 25,0,0,0,0,0,0,0,0,0,0,0,0,0,11.76902276,0
K12823_ATP-dependent RNA helicase DDX5/DBP2 [EC:3.6.4.13],42.91248784,58.27078135,49.73668688,73.81796851,46.57242977,53.88187657,105.5109261,65.16963547,76.80792164,68.41824516,75.94452965,73.76283879,72.20742922,105.5560553,30.70901401
K12825_splicing factor 3A subunit 1,0,0.398408533,0,0,0,0,0,0,0,0,0,0,0,7.712579544,0
K12826_splicing factor 3A subunit 2,1.189564178,12.50052461,0,3.172802684,0,0,3.293561325,2.082077559,0,0.536899734,0,0.695794485,0.861318257,0,2.097957335
K12828_splicing factor 3B subunit 1,38.93507581,22.97904664,32.80333099,29.3183384,33.54107458,60.96914389,24.14243647,33.93854825,51.49994942,39.7491999,62.39189181,34.62700952,28.46620127,43.56316976,55.6035611
K12829_splicing factor 3B subunit 2,0,0,0,0.352379687,0,0,2.194748726,0.462481857,0,0,0.800720102,0,0,9.485700194,0
K12830_splicing factor 3B subunit 3,15.01070328,9.847587321,4.376968206,12.72284737,9.646248284,20.43226484,23.93682519,10.59872959,6.03356492,5.727560101,3.958115195,2.793814348,13.89252968,30.47200745,10.59586671
K12832_splicing factor 3B subunit 5,15.93360076,35.86180521,11.44325626,26.26294658,38.57395693,25.60766737,20.92332657,27.3610762,27.23052473,12.41417105,17.13159068,25.42094968,18.57126521,18.17167588,40.13565462
K12835_ATP-dependent RNA helicase DDX42 [EC:3.6.4.13],2.249430654,4.698858826,9.999707309,0,8.372469344,3.579021684,3.287714249,2.917585266,9.038656755,4.137924209,3.955990832,6.337544075,9.052146418,17.52546047,1.983587615
K12836_splicing factor U2AF 35 kDa subunit,8.348617885,5.52654772,12.83222749,4.071763444,2.788262726,9.535301808,7.507850574,13.71668568,4.310957691,6.052396848,9.350853373,7.356539387,4.236148899,2.649488011,4.405710403
K12839_survival of motor neuron-related-splicing factor 30,2.28049615,0,0,1.520633447,0,5.712496294,5.524783617,1.330506849,1.070775239,1.029282655,7.486632361,1.333897468,3.302441356,2.15441551,0
K12840_splicing factor 45,0,0,0,0,5.734351645,1.225646105,0,6.993947322,0.804091594,0,0.864928789,1.001681495,0,0,0.75506672
K12842_U2-associated protein SR140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.848431231
K12843_U4/U6 small nuclear ribonucleoprotein PRP3,34.12170931,3.774396626,1.312871499,4.550467007,3.808529288,2.442076826,1.18091508,3.981516736,5.607480855,0.770027249,3.44670871,8.981241972,4.941246841,21.49015972,1.504456247
K12844_U4/U6 small nuclear ribonucleoprotein PRP31,2.98074702,6.594348128,11.08903862,17.03287042,7.215930797,5.866598352,1.031603978,9.864370875,7.470632286,10.54900127,11.66730707,5.666326353,8.815253262,5.485971675,4.164695479
K12848_U4/U6.U5 tri-snRNP component SNU23,0,2.448754884,2.27137443,2.62422596,0,2.112495726,3.064618647,0,0,0.666104873,0,0,1.068594845,0,1.30141581
