X,orf_length_aa,PFams,PFams_desc,st1_200m,st1_400m,st1_50m,st1_90m,st1_120m,st1_300m,st3_40m,st3_60m,st3_120m,st3_150m,st3_200m,st3_250m,st3_300m,st3_400m,st3_500m,st3_550m,st3_600m,st3_800m,st5_20m,st5_80m,st5_120m,st5_200m,st5_50m,st5_300m,st5_400m,st5_500m,st5_600m,st6_40m,st6_80m,st6_200m,st8_40m,st8_70m,st8_200m,st9_40m,st9_70m,st9_380m,st12_40m,st12_120m,st12_300m,st12_1900m
contig_1927928_100_465_-,122,,,0,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,1,1,0,0,0,0,1,2,2,1,1,2,0,0,2,1,0,1,1,0,1,0
contig_1928142_63_991_+,309.6666667,,,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
contig_1930043_1_358_+,119.3333333,,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
contig_1932598_1_555_-,185,,,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
contig_1933264_1_499_+,166.3333333,,,0,0,2,2,1,0,2,2,2,1,0,2,0,0,0,0,0,0,0,1,1,2,0,2,2,2,2,0,0,1,0,1,1,0,1,0,4,1,1,0
contig_1935295_1_209_+,69.66666667,,,0,0,6,5,5,0,13,9,15,7,4,2,3,3,0,0,0,0,13,11,10,9,8,7,1,1,0,21,11,5,9,8,4,0,7,0,6,7,2,0
contig_1935913_1_927_-,309,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
contig_1937573_1_783_-,261,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1937880_1_953_+,317.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
contig_1945238_1_414_-,138,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1945238_482_870_+,129.6666667,,,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0
contig_1945357_1_454_+,151.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1958607_1040_1216_+,59,,,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
contig_1959624_1_422_+,140.6666667,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1960378_1_961_-,320.3333333,,,0,0,7,6,6,0,6,6,5,3,3,2,6,4,0,2,0,0,6,6,4,3,6,3,2,7,8,12,15,12,13,8,8,0,9,2,4,5,1,0
contig_1961442_1_302_-,100.6666667,,,0,0,1,1,0,0,2,0,1,0,0,5,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,1,1,0,1,0,3,0,1,0,1,2,0,0
contig_1962009_1_223_-,74.33333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,0,1,0,0
contig_1962575_1_764_-,254.6666667,,,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1963005_1_841_+,280.3333333,,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,1,1,2,1,2,0,1,0,0,1,0,0
contig_1963107_1_248_-,82.66666667,,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,6,5,2,0,4,0,0,0,0,4,3,0,3,5,0,0,4,0,0,3,0,0
contig_1963159_1_1070_+,356.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,2,4,1,1,1,0,0,4,0,0,2,0,0
contig_1963256_1_984_-,328,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0
contig_1963601_1_729_+,243,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_1963748_1_1640_+,546.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
contig_1964336_31_1065_+,345,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0
contig_1964487_1_751_-,250.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
contig_1964761_1_446_+,148.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1966237_1_413_-,137.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
contig_1967304_1_361_+,120.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,0
contig_1969709_1_782_-,260.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
contig_1970835_1_852_+,284,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,6,6,0,3,0,0,0,2,1,3,2,1,2,0,3,0,0,0,0,0
contig_1971596_209_1015_+,269,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
contig_1972268_1_437_+,145.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,5,1,3,0,0,0,2,0,0,1,0,0,0,3,0,0,0,0,0
contig_1974527_1_323_-,107.6666667,,,0,0,1,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
contig_1974539_1_1041_+,347,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
contig_1976128_1_552_+,184,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1976134_1_537_+,179,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1976308_1_1002_+,334,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1976508_87_728_-,214,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
contig_1976618_1_1022_+,340.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
contig_1977322_1_780_-,260,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0
contig_1978822_1_853_+,284.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1979091_1_351_+,117,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
contig_1979865_1_522_-,174,,,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,7,6,4,0,4,0,0,0,0,7,5,0,5,6,0,0,6,0,0,3,0,0
contig_1979905_1_389_+,129.6666667,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
contig_1980202_1_769_-,256.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,1,2,0,2,3,0,0,2,0,0,0,0,0
contig_1980655_217_515_+,99.66666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,0,0,0
contig_1981092_1_717_-,239,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
contig_1982268_11_787_-,259,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
contig_1983381_1_517_+,172.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
contig_1983816_1_226_-,75.33333333,,,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,1,0,0,2,1,0
contig_1984690_1_668_+,222.6666667,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0
contig_1985139_1_339_-,113,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
contig_1986440_1_1162_+,387.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1987571_1_839_-,279.6666667,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,2,1,0,2,2,0,0,2,0,0,1,0,0
contig_1987867_1_903_-,301,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
contig_1987867_1055_1528_+,158,,,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,3,2,2,0,3,0,0,0,0,3,4,1,3,4,0,0,2,0,1,1,0,0
contig_1988771_1_344_-,114.6666667,,,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,3,3,0,1,0,1,0,1,0,1,0,1,2,0,0,0,1,0,0,0
contig_1989059_1_576_+,192,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,2,0,0,0,0,6,4,0,1,0,0,0,3,0,0,0,0,0
contig_1989729_1_935_-,311.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,1,3,1,0,2,0,0,0,0,0
contig_1992360_1_489_-,163,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
contig_1993716_247_605_-,119.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,1,0,1,1,0,0,2,0,0,0,0,0
contig_1994859_1_1105_+,368.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_1997492_1_632_-,210.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,0,0,0,3,2,0,1,1,0,0,2,0,0,0,0,0
contig_1997658_1_272_+,90.66666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
contig_2000597_1_689_-,229.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
contig_2000937_1_532_+,177.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
contig_2004963_1_466_+,155.3333333,,,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,1,1,4,4,3,1,0,5,0,2,0,0,0,0,0
contig_2005937_1_589_-,196.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
contig_2008334_1_621_-,207,,,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
contig_2008973_1_1000_+,333.3333333,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
contig_2009769_1_388_+,129.3333333,,,0,0,2,4,1,0,0,0,3,0,3,3,5,4,0,1,0,1,0,0,1,3,1,1,1,4,3,1,3,6,1,0,5,0,2,3,2,3,0,0
contig_2016217_1_1063_+,354.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,2,0,0,0,0,0,1,0,3,2,0,0,2,0,0,0,0,0
contig_2019397_1_1057_+,352.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0
contig_2020644_52_506_+,151.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
contig_2023077_1_411_+,137,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
contig_2025366_1_784_-,261.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2027052_1_701_-,233.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,0
contig_2027952_1_378_-,126,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2028062_1_246_-,82,,,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,2,0,0,1,0,1,0,0,0
contig_2029058_45_725_-,227,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
contig_2029764_1_653_-,217.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
contig_2030739_16_353_-,112.6666667,,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2031018_15_1136_+,374,,,0,0,3,6,5,0,4,4,2,1,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,1,1,1,1,0,0,0,2,0,2,2,0,0
contig_2031025_133_523_+,130.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
contig_2036254_1_415_-,138.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2037246_1_955_+,318.3333333,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2039566_1_1338_+,446,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
contig_2040563_934_2243_-,436.6666667,,,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,0,0
contig_2041902_1139_1935_+,265.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
contig_2042239_395_967_+,191,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0
contig_2042522_1_1110_+,370,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
contig_2042539_1_1692_-,564,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
contig_2042613_1_933_-,311,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,2,3,0,0,2,0,0,1,0,0,0,0,0
contig_20439_92_1204_+,371,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
contig_2045481_998_1997_-,333.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,1,0,0,1,0,0
contig_2045608_1_1990_+,663.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0
contig_2045621_1_898_-,299.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2046199_1088_1730_+,214.3333333,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0
contig_2048402_1_337_-,112.3333333,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2048872_1_983_+,327.6666667,,,0,0,0,0,0,0,0,0,3,0,1,1,1,0,0,0,0,0,8,5,3,2,3,0,0,0,0,4,4,2,5,3,6,0,1,0,0,1,0,0
contig_2049024_1_335_+,111.6666667,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2053982_1_263_+,87.66666667,,,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2055621_1_962_+,320.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0
contig_2056820_1_368_+,122.6666667,,,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,4,2,1,0,3,0,0,0,0,3,3,1,2,2,0,0,3,1,0,1,0,0
contig_2060048_1_689_-,229.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,1,0,1,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0
contig_2060216_1_690_+,230,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
contig_2060232_1_1210_+,403.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2060306_1_1008_+,336,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2060493_1056_1567_+,170.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
contig_2060908_249_733_-,161.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0
contig_2060959_1_1009_+,336.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0
contig_2061165_1_910_-,303.3333333,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2062499_1155_1456_+,100.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2063268_1_1150_+,383.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
contig_2063982_1_1779_-,593,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
contig_2064002_1_824_-,274.6666667,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0
contig_2064002_977_1501_-,175,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2064268_1_612_+,204,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,2,0
contig_2064290_1_1789_-,596.3333333,,,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,9,6,5,0,7,0,0,0,0,8,5,0,6,5,0,0,7,0,1,3,0,0
contig_2064906_1_960_+,320,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
contig_2065256_82_605_-,174.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2065992_1_584_+,194.6666667,,,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0
contig_2066258_1_818_-,272.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,3,0,0,0,0,0
contig_2066622_1_1006_+,335.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0
contig_2070844_1_961_+,320.3333333,,,0,0,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,3,2,0,3,0,0,3,0,0,1,0,0
contig_2071159_1_886_-,295.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2071319_61_945_-,295,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
contig_2072020_1_1026_+,342,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
contig_2072020_1032_1643_+,204,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
contig_2073075_566_1051_+,162,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,2,2,1,2,0,0,1,0,0,0,0,0
contig_2075041_1_954_-,318,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,0,0,0,3,3,0,4,2,0,0,3,0,0,1,0,0
contig_2077657_437_830_+,131.3333333,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,4,2,1,3,2,0,3,0,0,0,0,0
contig_2079749_1_956_-,318.6666667,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
contig_2081000_1_544_-,181.3333333,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,3,2,0,2,0,2,0,2,0,0,0,0,0
contig_2083846_18_272_-,85,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
contig_2089088_1_902_-,300.6666667,,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
